run_key,target,model,setting,task,arm,stage,trial,seed,metric,detail,gat_hidden_dim,graph_metric,jk_mode,lr,num_layers,proj_dim,scorer_hidden,tau,weight_decay,score,elapsed_sec,mean_density,empty_frac
glue|roberta-base|cola_wide|paper_tau|t10|s42|tune,glue,roberta-base,cola_wide,cola,paper_tau,tune,10,42,mcc,gat_hidden_dim=256;graph_metric=cosine;jk_mode=max;lr=0.001;num_layers=2;proj_dim=256;scorer_hidden=256;tau=0.6;weight_decay=5e-05,256,cosine,max,0.001,2,256,256,0.6,5e-05,53.87,131.3,0.98787,0.0
glue|roberta-base|cola_wide|paper_tau|t11|s42|tune,glue,roberta-base,cola_wide,cola,paper_tau,tune,11,42,mcc,gat_hidden_dim=64;graph_metric=cosine;jk_mode=max;lr=0.001;num_layers=4;proj_dim=256;scorer_hidden=128;tau=0.6;weight_decay=0.0,64,cosine,max,0.001,4,256,128,0.6,0.0,55.91,133.17,0.98982,0.0
glue|roberta-base|cola_wide|paper_tau|t12|s42|tune,glue,roberta-base,cola_wide,cola,paper_tau,tune,12,42,mcc,gat_hidden_dim=64;graph_metric=cosine;jk_mode=max;lr=0.001;num_layers=2;proj_dim=512;scorer_hidden=256;tau=0.6;weight_decay=0.0,64,cosine,max,0.001,2,512,256,0.6,0.0,54.47,129.22,0.99084,0.0
glue|roberta-base|cola_wide|paper_tau|t13|s42|tune,glue,roberta-base,cola_wide,cola,paper_tau,tune,13,42,mcc,gat_hidden_dim=64;graph_metric=cosine;jk_mode=max;lr=0.0002;num_layers=2;proj_dim=128;scorer_hidden=256;tau=0.6;weight_decay=1e-05,64,cosine,max,0.0002,2,128,256,0.6,1e-05,54.69,128.37,0.99084,0.0
glue|roberta-base|cola_wide|paper_tau|t14|s42|tune,glue,roberta-base,cola_wide,cola,paper_tau,tune,14,42,mcc,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=2;proj_dim=128;scorer_hidden=256;tau=0.6;weight_decay=0.0,64,cosine,cat,0.0002,2,128,256,0.6,0.0,53.56,130.13,0.99033,0.0
glue|roberta-base|cola_wide|paper_tau|t15|s42|tune,glue,roberta-base,cola_wide,cola,paper_tau,tune,15,42,mcc,gat_hidden_dim=128;graph_metric=cosine;jk_mode=cat;lr=0.001;num_layers=4;proj_dim=512;scorer_hidden=128;tau=0.6;weight_decay=5e-05,128,cosine,cat,0.001,4,512,128,0.6,5e-05,55.08,130.05,0.98918,0.0
glue|roberta-base|cola_wide|paper_tau|t16|s42|tune,glue,roberta-base,cola_wide,cola,paper_tau,tune,16,42,mcc,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=2e-05;num_layers=4;proj_dim=128;scorer_hidden=256;tau=0.6;weight_decay=0.0,64,cosine,cat,2e-05,4,128,256,0.6,0.0,0.0,131.64,0.99111,0.0
glue|roberta-base|cola_wide|paper_tau|t17|s42|tune,glue,roberta-base,cola_wide,cola,paper_tau,tune,17,42,mcc,gat_hidden_dim=128;graph_metric=cosine;jk_mode=max;lr=2e-05;num_layers=2;proj_dim=128;scorer_hidden=128;tau=0.6;weight_decay=1e-05,128,cosine,max,2e-05,2,128,128,0.6,1e-05,0.0,126.82,0.98857,0.0
glue|roberta-base|cola_wide|paper_tau|t18|s42|tune,glue,roberta-base,cola_wide,cola,paper_tau,tune,18,42,mcc,gat_hidden_dim=128;graph_metric=cosine;jk_mode=max;lr=2e-05;num_layers=4;proj_dim=256;scorer_hidden=256;tau=0.6;weight_decay=5e-05,128,cosine,max,2e-05,4,256,256,0.6,5e-05,0.0,132.51,0.98944,0.0
glue|roberta-base|cola_wide|paper_tau|t19|s42|tune,glue,roberta-base,cola_wide,cola,paper_tau,tune,19,42,mcc,gat_hidden_dim=128;graph_metric=cosine;jk_mode=cat;lr=0.001;num_layers=2;proj_dim=128;scorer_hidden=128;tau=0.6;weight_decay=1e-05,128,cosine,cat,0.001,2,128,128,0.6,1e-05,55.63,128.85,0.99106,0.0
glue|roberta-base|cola_wide|paper_tau|t20|s42|tune,glue,roberta-base,cola_wide,cola,paper_tau,tune,20,42,mcc,gat_hidden_dim=256;graph_metric=cosine;jk_mode=cat;lr=0.001;num_layers=4;proj_dim=128;scorer_hidden=256;tau=0.6;weight_decay=1e-05,256,cosine,cat,0.001,4,128,256,0.6,1e-05,52.22,132.15,0.99052,0.0
glue|roberta-base|cola_wide|paper_tau|t21|s42|tune,glue,roberta-base,cola_wide,cola,paper_tau,tune,21,42,mcc,gat_hidden_dim=256;graph_metric=cosine;jk_mode=max;lr=0.001;num_layers=2;proj_dim=512;scorer_hidden=128;tau=0.6;weight_decay=5e-05,256,cosine,max,0.001,2,512,128,0.6,5e-05,53.64,129.44,0.98787,0.0
glue|roberta-base|cola_wide|paper_tau|t22|s42|tune,glue,roberta-base,cola_wide,cola,paper_tau,tune,22,42,mcc,gat_hidden_dim=64;graph_metric=cosine;jk_mode=max;lr=0.001;num_layers=2;proj_dim=256;scorer_hidden=256;tau=0.6;weight_decay=5e-05,64,cosine,max,0.001,2,256,256,0.6,5e-05,53.82,127.06,0.99084,0.0
glue|roberta-base|cola_wide|paper_tau|t23|s42|tune,glue,roberta-base,cola_wide,cola,paper_tau,tune,23,42,mcc,gat_hidden_dim=256;graph_metric=cosine;jk_mode=max;lr=2e-05;num_layers=2;proj_dim=512;scorer_hidden=128;tau=0.6;weight_decay=0.0,256,cosine,max,2e-05,2,512,128,0.6,0.0,15.45,132.53,0.98787,0.0
glue|roberta-base|cola_wide|paper_tau|t24|s42|tune,glue,roberta-base,cola_wide,cola,paper_tau,tune,24,42,mcc,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=4;proj_dim=512;scorer_hidden=256;tau=0.6;weight_decay=0.0,64,cosine,cat,0.0002,4,512,256,0.6,0.0,53.6,134.15,0.99111,0.0
glue|roberta-base|cola_wide|paper_tau|t25|s42|tune,glue,roberta-base,cola_wide,cola,paper_tau,tune,25,42,mcc,gat_hidden_dim=128;graph_metric=cosine;jk_mode=max;lr=0.001;num_layers=4;proj_dim=512;scorer_hidden=256;tau=0.6;weight_decay=5e-05,128,cosine,max,0.001,4,512,256,0.6,5e-05,51.91,134.58,0.98944,0.0
glue|roberta-base|cola_wide|paper_tau|t26|s42|tune,glue,roberta-base,cola_wide,cola,paper_tau,tune,26,42,mcc,gat_hidden_dim=128;graph_metric=cosine;jk_mode=max;lr=2e-05;num_layers=2;proj_dim=512;scorer_hidden=256;tau=0.6;weight_decay=1e-05,128,cosine,max,2e-05,2,512,256,0.6,1e-05,0.0,128.74,0.98857,0.0
glue|roberta-base|cola_wide|paper_tau|t27|s42|tune,glue,roberta-base,cola_wide,cola,paper_tau,tune,27,42,mcc,gat_hidden_dim=64;graph_metric=cosine;jk_mode=max;lr=0.001;num_layers=2;proj_dim=256;scorer_hidden=256;tau=0.6;weight_decay=0.0,64,cosine,max,0.001,2,256,256,0.6,0.0,54.61,131.73,0.99084,0.0
glue|roberta-base|cola_wide|paper_tau|t28|s42|tune,glue,roberta-base,cola_wide,cola,paper_tau,tune,28,42,mcc,gat_hidden_dim=64;graph_metric=cosine;jk_mode=max;lr=0.0002;num_layers=2;proj_dim=512;scorer_hidden=256;tau=0.6;weight_decay=5e-05,64,cosine,max,0.0002,2,512,256,0.6,5e-05,54.69,128.78,0.99084,0.0
glue|roberta-base|cola_wide|paper_tau|t29|s42|tune,glue,roberta-base,cola_wide,cola,paper_tau,tune,29,42,mcc,gat_hidden_dim=128;graph_metric=cosine;jk_mode=max;lr=0.001;num_layers=4;proj_dim=256;scorer_hidden=256;tau=0.6;weight_decay=0.0,128,cosine,max,0.001,4,256,256,0.6,0.0,51.91,131.7,0.98944,0.0
glue|roberta-base|cola_wide|paper_tau|t30|s42|tune,glue,roberta-base,cola_wide,cola,paper_tau,tune,30,42,mcc,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=2;proj_dim=512;scorer_hidden=256;tau=0.6;weight_decay=0.0,64,cosine,cat,0.0002,2,512,256,0.6,0.0,53.56,132.13,0.99033,0.0
glue|roberta-base|cola_wide|paper_tau|t31|s42|tune,glue,roberta-base,cola_wide,cola,paper_tau,tune,31,42,mcc,gat_hidden_dim=256;graph_metric=cosine;jk_mode=max;lr=0.0002;num_layers=4;proj_dim=256;scorer_hidden=256;tau=0.6;weight_decay=1e-05,256,cosine,max,0.0002,4,256,256,0.6,1e-05,51.4,129.5,0.98835,0.0
glue|roberta-base|cola_wide|paper_tau|t32|s42|tune,glue,roberta-base,cola_wide,cola,paper_tau,tune,32,42,mcc,gat_hidden_dim=256;graph_metric=cosine;jk_mode=cat;lr=2e-05;num_layers=4;proj_dim=128;scorer_hidden=128;tau=0.6;weight_decay=1e-05,256,cosine,cat,2e-05,4,128,128,0.6,1e-05,27.09,134.4,0.99052,0.0
glue|roberta-base|cola_wide|paper_tau|t33|s42|tune,glue,roberta-base,cola_wide,cola,paper_tau,tune,33,42,mcc,gat_hidden_dim=256;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=2;proj_dim=256;scorer_hidden=256;tau=0.6;weight_decay=5e-05,256,cosine,cat,0.0002,2,256,256,0.6,5e-05,50.43,129.2,0.98932,0.0
glue|roberta-base|cola_wide|paper_tau|t34|s42|tune,glue,roberta-base,cola_wide,cola,paper_tau,tune,34,42,mcc,gat_hidden_dim=64;graph_metric=cosine;jk_mode=max;lr=0.0002;num_layers=4;proj_dim=256;scorer_hidden=128;tau=0.6;weight_decay=5e-05,64,cosine,max,0.0002,4,256,128,0.6,5e-05,53.24,133.12,0.98982,0.0
glue|roberta-base|cola_wide|paper_tau|t35|s42|tune,glue,roberta-base,cola_wide,cola,paper_tau,tune,35,42,mcc,gat_hidden_dim=128;graph_metric=cosine;jk_mode=cat;lr=2e-05;num_layers=4;proj_dim=128;scorer_hidden=128;tau=0.6;weight_decay=0.0,128,cosine,cat,2e-05,4,128,128,0.6,0.0,0.0,130.2,0.98918,0.0
glue|roberta-base|cola_wide|paper_tau|t36|s42|tune,glue,roberta-base,cola_wide,cola,paper_tau,tune,36,42,mcc,gat_hidden_dim=256;graph_metric=cosine;jk_mode=cat;lr=2e-05;num_layers=4;proj_dim=128;scorer_hidden=128;tau=0.6;weight_decay=5e-05,256,cosine,cat,2e-05,4,128,128,0.6,5e-05,27.09,132.98,0.99052,0.0
glue|roberta-base|cola_wide|paper_tau|t37|s42|tune,glue,roberta-base,cola_wide,cola,paper_tau,tune,37,42,mcc,gat_hidden_dim=128;graph_metric=cosine;jk_mode=cat;lr=2e-05;num_layers=4;proj_dim=128;scorer_hidden=128;tau=0.6;weight_decay=1e-05,128,cosine,cat,2e-05,4,128,128,0.6,1e-05,0.0,131.89,0.98918,0.0
glue|roberta-base|cola_wide|paper_tau|t38|s42|tune,glue,roberta-base,cola_wide,cola,paper_tau,tune,38,42,mcc,gat_hidden_dim=256;graph_metric=cosine;jk_mode=cat;lr=0.001;num_layers=2;proj_dim=256;scorer_hidden=128;tau=0.6;weight_decay=1e-05,256,cosine,cat,0.001,2,256,128,0.6,1e-05,53.64,130.71,0.98932,0.0
glue|roberta-base|cola_wide|paper_tau|t39|s42|tune,glue,roberta-base,cola_wide,cola,paper_tau,tune,39,42,mcc,gat_hidden_dim=256;graph_metric=cosine;jk_mode=cat;lr=0.001;num_layers=2;proj_dim=128;scorer_hidden=256;tau=0.6;weight_decay=1e-05,256,cosine,cat,0.001,2,128,256,0.6,1e-05,53.64,130.73,0.98932,0.0
glue|roberta-base|cola_wide|paper_tau|t1|s1|confirm,glue,roberta-base,cola_wide,cola,paper_tau,confirm,1,1,mcc,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.001;num_layers=2;proj_dim=512;scorer_hidden=128;tau=0.6;weight_decay=5e-05,64,cosine,cat,0.001,2,512,128,0.6,5e-05,54.59,128.24,0.99182,0.0
glue|roberta-base|cola_wide|paper_tau|t1|s2|confirm,glue,roberta-base,cola_wide,cola,paper_tau,confirm,1,2,mcc,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.001;num_layers=2;proj_dim=512;scorer_hidden=128;tau=0.6;weight_decay=5e-05,64,cosine,cat,0.001,2,512,128,0.6,5e-05,54.91,128.46,0.99004,0.0
glue|roberta-base|cola_wide|paper_tau|t1|s3|confirm,glue,roberta-base,cola_wide,cola,paper_tau,confirm,1,3,mcc,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.001;num_layers=2;proj_dim=512;scorer_hidden=128;tau=0.6;weight_decay=5e-05,64,cosine,cat,0.001,2,512,128,0.6,5e-05,53.96,129.34,0.99127,0.0
glue|roberta-base|cola_wide|paper_tau|t1|s4|confirm,glue,roberta-base,cola_wide,cola,paper_tau,confirm,1,4,mcc,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.001;num_layers=2;proj_dim=512;scorer_hidden=128;tau=0.6;weight_decay=5e-05,64,cosine,cat,0.001,2,512,128,0.6,5e-05,53.82,127.48,0.98986,0.0
glue|roberta-base|cola_wide|paper_tau|t1|s5|confirm,glue,roberta-base,cola_wide,cola,paper_tau,confirm,1,5,mcc,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.001;num_layers=2;proj_dim=512;scorer_hidden=128;tau=0.6;weight_decay=5e-05,64,cosine,cat,0.001,2,512,128,0.6,5e-05,55.4,129.28,0.99211,0.0
glue|roberta-base|cola_wide|paper_tau|t1|s6|confirm,glue,roberta-base,cola_wide,cola,paper_tau,confirm,1,6,mcc,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.001;num_layers=2;proj_dim=512;scorer_hidden=128;tau=0.6;weight_decay=5e-05,64,cosine,cat,0.001,2,512,128,0.6,5e-05,54.94,128.93,0.99107,0.0
glue|roberta-base|cola_wide|paper_tau|t1|s7|confirm,glue,roberta-base,cola_wide,cola,paper_tau,confirm,1,7,mcc,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.001;num_layers=2;proj_dim=512;scorer_hidden=128;tau=0.6;weight_decay=5e-05,64,cosine,cat,0.001,2,512,128,0.6,5e-05,55.89,128.6,0.99037,0.0
glue|roberta-base|cola_wide|paper_tau|t1|s8|confirm,glue,roberta-base,cola_wide,cola,paper_tau,confirm,1,8,mcc,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.001;num_layers=2;proj_dim=512;scorer_hidden=128;tau=0.6;weight_decay=5e-05,64,cosine,cat,0.001,2,512,128,0.6,5e-05,54.02,129.35,0.99161,0.0
glue|roberta-base|cola_wide|paper_tau|t1|s9|confirm,glue,roberta-base,cola_wide,cola,paper_tau,confirm,1,9,mcc,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.001;num_layers=2;proj_dim=512;scorer_hidden=128;tau=0.6;weight_decay=5e-05,64,cosine,cat,0.001,2,512,128,0.6,5e-05,53.43,129.66,0.99087,0.0
glue|roberta-base|cola_wide|paper_tau|t1|s10|confirm,glue,roberta-base,cola_wide,cola,paper_tau,confirm,1,10,mcc,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.001;num_layers=2;proj_dim=512;scorer_hidden=128;tau=0.6;weight_decay=5e-05,64,cosine,cat,0.001,2,512,128,0.6,5e-05,54.18,127.92,0.99081,0.0
glue|roberta-base|cola_wide|paper_tau|t1|s11|confirm,glue,roberta-base,cola_wide,cola,paper_tau,confirm,1,11,mcc,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.001;num_layers=2;proj_dim=512;scorer_hidden=128;tau=0.6;weight_decay=5e-05,64,cosine,cat,0.001,2,512,128,0.6,5e-05,52.24,129.2,0.99068,0.0
glue|roberta-base|cola_wide|paper_tau|t1|s12|confirm,glue,roberta-base,cola_wide,cola,paper_tau,confirm,1,12,mcc,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.001;num_layers=2;proj_dim=512;scorer_hidden=128;tau=0.6;weight_decay=5e-05,64,cosine,cat,0.001,2,512,128,0.6,5e-05,54.93,131.17,0.99129,0.0
glue|roberta-base|cola_wide|paper_tau|t1|s13|confirm,glue,roberta-base,cola_wide,cola,paper_tau,confirm,1,13,mcc,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.001;num_layers=2;proj_dim=512;scorer_hidden=128;tau=0.6;weight_decay=5e-05,64,cosine,cat,0.001,2,512,128,0.6,5e-05,55.6,130.59,0.98924,0.0
glue|roberta-base|cola_wide|paper_tau|t1|s14|confirm,glue,roberta-base,cola_wide,cola,paper_tau,confirm,1,14,mcc,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.001;num_layers=2;proj_dim=512;scorer_hidden=128;tau=0.6;weight_decay=5e-05,64,cosine,cat,0.001,2,512,128,0.6,5e-05,56.44,131.94,0.99202,0.0
glue|roberta-base|cola_wide|paper_tau|t1|s15|confirm,glue,roberta-base,cola_wide,cola,paper_tau,confirm,1,15,mcc,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.001;num_layers=2;proj_dim=512;scorer_hidden=128;tau=0.6;weight_decay=5e-05,64,cosine,cat,0.001,2,512,128,0.6,5e-05,52.51,127.57,0.99035,0.0
