run_key,target,model,setting,task,arm,stage,trial,seed,metric,detail,curvature,gat_hidden_dim,gnn_input_clip,gnn_input_scale,graph_metric,hyp_gnn_type,hyperbolic_gnn,jk_mode,lr,num_layers,proj_dim,scorer_hidden,tau_quantile,weight_decay,score,elapsed_sec,mean_density,empty_frac,hyperbolic_readout,learnable_curvature,readout_clip,readout_scale
glue|roberta-base|cola_wide|C|t0|s42|tune,glue,roberta-base,cola_wide,cola,C,tune,0,42,mcc,curvature=1.0;gat_hidden_dim=64;gnn_input_clip=0.3;gnn_input_scale=0;graph_metric=cosine;hyp_gnn_type=gcn;hyperbolic_gnn=1;jk_mode=cat;lr=0.001;num_layers=2;proj_dim=128;scorer_hidden=128;tau_quantile=0.05;weight_decay=0.0,1.0,64,0.3,0,cosine,gcn,1,cat,0.001,2,128,128,0.05,0.0,55.34,175.05,0.0513,0.00781,,,,
glue|roberta-base|cola_wide|C|t1|s42|tune,glue,roberta-base,cola_wide,cola,C,tune,1,42,mcc,curvature=1.0;gat_hidden_dim=256;gnn_input_clip=0.3;gnn_input_scale=1;graph_metric=cosine;hyp_gnn_type=gat;hyperbolic_gnn=1;jk_mode=max;lr=2e-05;num_layers=4;proj_dim=512;scorer_hidden=256;tau_quantile=0.2;weight_decay=1e-05,1.0,256,0.3,1,cosine,gat,1,max,2e-05,4,512,256,0.2,1e-05,0.0,169.62,0.19727,0.0,,,,
glue|roberta-base|cola_wide|C|t2|s42|tune,glue,roberta-base,cola_wide,cola,C,tune,2,42,mcc,curvature=4.0;gat_hidden_dim=64;gnn_input_clip=0.0;gnn_input_scale=0;graph_metric=cosine;hyp_gnn_type=gat;hyperbolic_gnn=1;jk_mode=cat;lr=2e-05;num_layers=4;proj_dim=256;scorer_hidden=256;tau_quantile=0.1;weight_decay=5e-05,4.0,64,0.0,0,cosine,gat,1,cat,2e-05,4,256,256,0.1,5e-05,0.0,169.78,0.10059,0.0,,,,
glue|roberta-base|cola_wide|C|t3|s42|tune,glue,roberta-base,cola_wide,cola,C,tune,3,42,mcc,curvature=0.25;gat_hidden_dim=128;gnn_input_clip=0.7;gnn_input_scale=1;graph_metric=cosine;hyp_gnn_type=gcn;hyperbolic_gnn=1;jk_mode=cat;lr=0.0002;num_layers=2;proj_dim=128;scorer_hidden=128;tau_quantile=0.2;weight_decay=0.0,0.25,128,0.7,1,cosine,gcn,1,cat,0.0002,2,128,128,0.2,0.0,50.11,157.67,0.1972,0.0,,,,
glue|roberta-base|cola_wide|C|t4|s42|tune,glue,roberta-base,cola_wide,cola,C,tune,4,42,mcc,curvature=0.25;gat_hidden_dim=128;gnn_input_clip=1.0;gnn_input_scale=0;graph_metric=cosine;hyp_gnn_type=gcn;hyperbolic_gnn=1;jk_mode=max;lr=0.0002;num_layers=4;proj_dim=512;scorer_hidden=128;tau_quantile=0.1;weight_decay=5e-05,0.25,128,1.0,0,cosine,gcn,1,max,0.0002,4,512,128,0.1,5e-05,48.21,173.47,0.10153,0.0,,,,
glue|roberta-base|cola_wide|C|t5|s42|tune,glue,roberta-base,cola_wide,cola,C,tune,5,42,mcc,curvature=1.0;gat_hidden_dim=128;gnn_input_clip=1.0;gnn_input_scale=1;graph_metric=cosine;hyp_gnn_type=gat;hyperbolic_gnn=1;jk_mode=max;lr=2e-05;num_layers=4;proj_dim=512;scorer_hidden=256;tau_quantile=0.38;weight_decay=0.0,1.0,128,1.0,1,cosine,gat,1,max,2e-05,4,512,256,0.38,0.0,0.0,169.7,0.37747,0.0,,,,
glue|roberta-base|cola_wide|C|t6|s42|tune,glue,roberta-base,cola_wide,cola,C,tune,6,42,mcc,curvature=1.0;gat_hidden_dim=128;gnn_input_clip=0.0;gnn_input_scale=0;graph_metric=cosine;hyp_gnn_type=gcn;hyperbolic_gnn=1;jk_mode=max;lr=2e-05;num_layers=2;proj_dim=256;scorer_hidden=256;tau_quantile=0.05;weight_decay=1e-05,1.0,128,0.0,0,cosine,gcn,1,max,2e-05,2,256,256,0.05,1e-05,0.0,157.04,0.05128,0.0,,,,
glue|roberta-base|cola_wide|C|t7|s42|tune,glue,roberta-base,cola_wide,cola,C,tune,7,42,mcc,curvature=4.0;gat_hidden_dim=64;gnn_input_clip=0.0;gnn_input_scale=0;graph_metric=cosine;hyp_gnn_type=gat;hyperbolic_gnn=1;jk_mode=max;lr=0.001;num_layers=2;proj_dim=128;scorer_hidden=128;tau_quantile=0.2;weight_decay=1e-05,4.0,64,0.0,0,cosine,gat,1,max,0.001,2,128,128,0.2,1e-05,54.32,151.99,0.19654,0.0,,,,
glue|roberta-base|cola_wide|C|t8|s42|tune,glue,roberta-base,cola_wide,cola,C,tune,8,42,mcc,curvature=1.0;gat_hidden_dim=128;gnn_input_clip=0.0;gnn_input_scale=0;graph_metric=cosine;hyp_gnn_type=gat;hyperbolic_gnn=1;jk_mode=cat;lr=2e-05;num_layers=4;proj_dim=512;scorer_hidden=128;tau_quantile=0.1;weight_decay=0.0,1.0,128,0.0,0,cosine,gat,1,cat,2e-05,4,512,128,0.1,0.0,0.0,168.96,0.1013,0.0,,,,
glue|roberta-base|cola_wide|C|t9|s42|tune,glue,roberta-base,cola_wide,cola,C,tune,9,42,mcc,curvature=1.0;gat_hidden_dim=256;gnn_input_clip=0.3;gnn_input_scale=1;graph_metric=cosine;hyp_gnn_type=gat;hyperbolic_gnn=1;jk_mode=max;lr=0.0002;num_layers=2;proj_dim=256;scorer_hidden=256;tau_quantile=0.38;weight_decay=0.0,1.0,256,0.3,1,cosine,gat,1,max,0.0002,2,256,256,0.38,0.0,50.18,155.99,0.3779,0.0,,,,
