run_key,target,model,setting,task,arm,stage,trial,seed,metric,detail,gat_hidden_dim,graph_metric,jk_mode,lr,num_layers,proj_dim,scorer_hidden,tau_quantile,weight_decay,score,elapsed_sec,mean_density,empty_frac
glue|roberta-base|cola_wide|density_fix|t15|s42|tune,glue,roberta-base,cola_wide,cola,density_fix,tune,15,42,mcc,gat_hidden_dim=128;graph_metric=cosine;jk_mode=max;lr=0.0002;num_layers=2;proj_dim=512;scorer_hidden=128;tau_quantile=0.15;weight_decay=0.0,128,cosine,max,0.0002,2,512,128,0.15,0.0,53.8,136.19,0.14942,0.0
glue|roberta-base|cola_wide|density_fix|t16|s42|tune,glue,roberta-base,cola_wide,cola,density_fix,tune,16,42,mcc,gat_hidden_dim=128;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=2;proj_dim=512;scorer_hidden=256;tau_quantile=0.05;weight_decay=1e-05,128,cosine,cat,0.0002,2,512,256,0.05,1e-05,52.76,133.66,0.05129,0.0
glue|roberta-base|cola_wide|density_fix|t17|s42|tune,glue,roberta-base,cola_wide,cola,density_fix,tune,17,42,mcc,gat_hidden_dim=256;graph_metric=cosine;jk_mode=max;lr=0.001;num_layers=4;proj_dim=512;scorer_hidden=128;tau_quantile=0.1;weight_decay=5e-05,256,cosine,max,0.001,4,512,128,0.1,5e-05,52.59,137.29,0.10108,0.0
glue|roberta-base|cola_wide|density_fix|t18|s42|tune,glue,roberta-base,cola_wide,cola,density_fix,tune,18,42,mcc,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=2;proj_dim=128;scorer_hidden=256;tau_quantile=0.05;weight_decay=5e-05,64,cosine,cat,0.0002,2,128,256,0.05,5e-05,49.98,135.52,0.05096,0.00781
glue|roberta-base|cola_wide|density_fix|t19|s42|tune,glue,roberta-base,cola_wide,cola,density_fix,tune,19,42,mcc,gat_hidden_dim=256;graph_metric=cosine;jk_mode=cat;lr=2e-05;num_layers=4;proj_dim=128;scorer_hidden=128;tau_quantile=0.1;weight_decay=1e-05,256,cosine,cat,2e-05,4,128,128,0.1,1e-05,39.76,134.42,0.10091,0.0
glue|roberta-base|cola_wide|density_fix|t20|s42|tune,glue,roberta-base,cola_wide,cola,density_fix,tune,20,42,mcc,gat_hidden_dim=64;graph_metric=cosine;jk_mode=max;lr=0.001;num_layers=2;proj_dim=128;scorer_hidden=256;tau_quantile=0.05;weight_decay=0.0,64,cosine,max,0.001,2,128,256,0.05,0.0,55.66,133.17,0.05148,0.00391
glue|roberta-base|cola_wide|density_fix|t21|s42|tune,glue,roberta-base,cola_wide,cola,density_fix,tune,21,42,mcc,gat_hidden_dim=128;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=4;proj_dim=128;scorer_hidden=128;tau_quantile=0.15;weight_decay=1e-05,128,cosine,cat,0.0002,4,128,128,0.15,1e-05,56.77,140.39,0.14921,0.0
glue|roberta-base|cola_wide|density_fix|t22|s42|tune,glue,roberta-base,cola_wide,cola,density_fix,tune,22,42,mcc,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=4;proj_dim=128;scorer_hidden=128;tau_quantile=0.1;weight_decay=5e-05,64,cosine,cat,0.0002,4,128,128,0.1,5e-05,54.48,136.91,0.1005,0.0
glue|roberta-base|cola_wide|density_fix|t23|s42|tune,glue,roberta-base,cola_wide,cola,density_fix,tune,23,42,mcc,gat_hidden_dim=128;graph_metric=cosine;jk_mode=cat;lr=2e-05;num_layers=2;proj_dim=512;scorer_hidden=128;tau_quantile=0.15;weight_decay=0.0,128,cosine,cat,2e-05,2,512,128,0.15,0.0,0.0,134.4,0.1492,0.0
glue|roberta-base|cola_wide|density_fix|t24|s42|tune,glue,roberta-base,cola_wide,cola,density_fix,tune,24,42,mcc,gat_hidden_dim=128;graph_metric=cosine;jk_mode=cat;lr=0.001;num_layers=2;proj_dim=256;scorer_hidden=256;tau_quantile=0.15;weight_decay=0.0,128,cosine,cat,0.001,2,256,256,0.15,0.0,52.8,133.8,0.1492,0.0
glue|roberta-base|cola_wide|density_fix|t25|s42|tune,glue,roberta-base,cola_wide,cola,density_fix,tune,25,42,mcc,gat_hidden_dim=128;graph_metric=cosine;jk_mode=max;lr=0.0002;num_layers=2;proj_dim=256;scorer_hidden=256;tau_quantile=0.15;weight_decay=5e-05,128,cosine,max,0.0002,2,256,256,0.15,5e-05,53.8,135.56,0.14942,0.0
glue|roberta-base|cola_wide|density_fix|t26|s42|tune,glue,roberta-base,cola_wide,cola,density_fix,tune,26,42,mcc,gat_hidden_dim=128;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=2;proj_dim=128;scorer_hidden=128;tau_quantile=0.05;weight_decay=5e-05,128,cosine,cat,0.0002,2,128,128,0.05,5e-05,52.57,132.55,0.05129,0.0
glue|roberta-base|cola_wide|density_fix|t27|s42|tune,glue,roberta-base,cola_wide,cola,density_fix,tune,27,42,mcc,gat_hidden_dim=256;graph_metric=cosine;jk_mode=cat;lr=2e-05;num_layers=2;proj_dim=256;scorer_hidden=256;tau_quantile=0.15;weight_decay=0.0,256,cosine,cat,2e-05,2,256,256,0.15,0.0,18.6,134.34,0.14906,0.0
glue|roberta-base|cola_wide|density_fix|t28|s42|tune,glue,roberta-base,cola_wide,cola,density_fix,tune,28,42,mcc,gat_hidden_dim=256;graph_metric=cosine;jk_mode=max;lr=2e-05;num_layers=2;proj_dim=256;scorer_hidden=128;tau_quantile=0.05;weight_decay=5e-05,256,cosine,max,2e-05,2,256,128,0.05,5e-05,8.04,132.24,0.05068,0.00391
glue|roberta-base|cola_wide|density_fix|t29|s42|tune,glue,roberta-base,cola_wide,cola,density_fix,tune,29,42,mcc,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=2e-05;num_layers=2;proj_dim=512;scorer_hidden=256;tau_quantile=0.1;weight_decay=1e-05,64,cosine,cat,2e-05,2,512,256,0.1,1e-05,0.0,134.48,0.1005,0.0
glue|roberta-base|cola_wide|density_fix|t30|s42|tune,glue,roberta-base,cola_wide,cola,density_fix,tune,30,42,mcc,gat_hidden_dim=128;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=4;proj_dim=128;scorer_hidden=256;tau_quantile=0.05;weight_decay=5e-05,128,cosine,cat,0.0002,4,128,256,0.05,5e-05,54.7,139.82,0.05173,0.00391
glue|roberta-base|cola_wide|density_fix|t31|s42|tune,glue,roberta-base,cola_wide,cola,density_fix,tune,31,42,mcc,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.001;num_layers=2;proj_dim=256;scorer_hidden=256;tau_quantile=0.05;weight_decay=5e-05,64,cosine,cat,0.001,2,256,256,0.05,5e-05,54.75,133.43,0.05096,0.00781
glue|roberta-base|cola_wide|density_fix|t32|s42|tune,glue,roberta-base,cola_wide,cola,density_fix,tune,32,42,mcc,gat_hidden_dim=256;graph_metric=cosine;jk_mode=max;lr=0.0002;num_layers=4;proj_dim=512;scorer_hidden=256;tau_quantile=0.05;weight_decay=0.0,256,cosine,max,0.0002,4,512,256,0.05,0.0,48.58,138.45,0.05129,0.00391
glue|roberta-base|cola_wide|density_fix|t33|s42|tune,glue,roberta-base,cola_wide,cola,density_fix,tune,33,42,mcc,gat_hidden_dim=256;graph_metric=cosine;jk_mode=cat;lr=2e-05;num_layers=2;proj_dim=512;scorer_hidden=128;tau_quantile=0.05;weight_decay=5e-05,256,cosine,cat,2e-05,2,512,128,0.05,5e-05,21.12,135.17,0.05117,0.0
glue|roberta-base|cola_wide|density_fix|t34|s42|tune,glue,roberta-base,cola_wide,cola,density_fix,tune,34,42,mcc,gat_hidden_dim=256;graph_metric=cosine;jk_mode=cat;lr=2e-05;num_layers=2;proj_dim=128;scorer_hidden=128;tau_quantile=0.05;weight_decay=0.0,256,cosine,cat,2e-05,2,128,128,0.05,0.0,22.12,134.48,0.05117,0.0
glue|roberta-base|cola_wide|density_fix|t35|s42|tune,glue,roberta-base,cola_wide,cola,density_fix,tune,35,42,mcc,gat_hidden_dim=256;graph_metric=cosine;jk_mode=max;lr=0.0002;num_layers=4;proj_dim=512;scorer_hidden=128;tau_quantile=0.15;weight_decay=0.0,256,cosine,max,0.0002,4,512,128,0.15,0.0,47.51,138.92,0.14935,0.0
glue|roberta-base|cola_wide|density_fix|t36|s42|tune,glue,roberta-base,cola_wide,cola,density_fix,tune,36,42,mcc,gat_hidden_dim=256;graph_metric=cosine;jk_mode=max;lr=2e-05;num_layers=2;proj_dim=256;scorer_hidden=256;tau_quantile=0.05;weight_decay=5e-05,256,cosine,max,2e-05,2,256,256,0.05,5e-05,8.04,132.84,0.05068,0.00391
glue|roberta-base|cola_wide|density_fix|t37|s42|tune,glue,roberta-base,cola_wide,cola,density_fix,tune,37,42,mcc,gat_hidden_dim=128;graph_metric=cosine;jk_mode=max;lr=0.001;num_layers=2;proj_dim=256;scorer_hidden=128;tau_quantile=0.05;weight_decay=0.0,128,cosine,max,0.001,2,256,128,0.05,0.0,53.82,134.4,0.05161,0.0
glue|roberta-base|cola_wide|density_fix|t38|s42|tune,glue,roberta-base,cola_wide,cola,density_fix,tune,38,42,mcc,gat_hidden_dim=64;graph_metric=cosine;jk_mode=max;lr=0.0002;num_layers=2;proj_dim=128;scorer_hidden=256;tau_quantile=0.15;weight_decay=0.0,64,cosine,max,0.0002,2,128,256,0.15,0.0,54.96,134.9,0.149,0.0
glue|roberta-base|cola_wide|density_fix|t39|s42|tune,glue,roberta-base,cola_wide,cola,density_fix,tune,39,42,mcc,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=4;proj_dim=128;scorer_hidden=128;tau_quantile=0.15;weight_decay=1e-05,64,cosine,cat,0.0002,4,128,128,0.15,1e-05,55.87,137.51,0.14944,0.0
glue|roberta-base|cola_wide|density_fix|t21|s1|confirm,glue,roberta-base,cola_wide,cola,density_fix,confirm,21,1,mcc,gat_hidden_dim=128;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=4;proj_dim=128;scorer_hidden=128;tau_quantile=0.15;weight_decay=1e-05,128,cosine,cat,0.0002,4,128,128,0.15,1e-05,53.91,139.58,0.14894,0.0
glue|roberta-base|cola_wide|density_fix|t21|s2|confirm,glue,roberta-base,cola_wide,cola,density_fix,confirm,21,2,mcc,gat_hidden_dim=128;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=4;proj_dim=128;scorer_hidden=128;tau_quantile=0.15;weight_decay=1e-05,128,cosine,cat,0.0002,4,128,128,0.15,1e-05,53.07,143.56,0.14863,0.0
glue|roberta-base|cola_wide|density_fix|t21|s3|confirm,glue,roberta-base,cola_wide,cola,density_fix,confirm,21,3,mcc,gat_hidden_dim=128;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=4;proj_dim=128;scorer_hidden=128;tau_quantile=0.15;weight_decay=1e-05,128,cosine,cat,0.0002,4,128,128,0.15,1e-05,52.9,138.91,0.1497,0.0
glue|roberta-base|cola_wide|density_fix|t21|s4|confirm,glue,roberta-base,cola_wide,cola,density_fix,confirm,21,4,mcc,gat_hidden_dim=128;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=4;proj_dim=128;scorer_hidden=128;tau_quantile=0.15;weight_decay=1e-05,128,cosine,cat,0.0002,4,128,128,0.15,1e-05,53.27,137.86,0.14966,0.0
glue|roberta-base|cola_wide|density_fix|t21|s5|confirm,glue,roberta-base,cola_wide,cola,density_fix,confirm,21,5,mcc,gat_hidden_dim=128;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=4;proj_dim=128;scorer_hidden=128;tau_quantile=0.15;weight_decay=1e-05,128,cosine,cat,0.0002,4,128,128,0.15,1e-05,50.4,138.32,0.14891,0.0
glue|roberta-base|cola_wide|density_fix|t21|s6|confirm,glue,roberta-base,cola_wide,cola,density_fix,confirm,21,6,mcc,gat_hidden_dim=128;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=4;proj_dim=128;scorer_hidden=128;tau_quantile=0.15;weight_decay=1e-05,128,cosine,cat,0.0002,4,128,128,0.15,1e-05,53.88,139.45,0.14913,0.0
glue|roberta-base|cola_wide|density_fix|t21|s7|confirm,glue,roberta-base,cola_wide,cola,density_fix,confirm,21,7,mcc,gat_hidden_dim=128;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=4;proj_dim=128;scorer_hidden=128;tau_quantile=0.15;weight_decay=1e-05,128,cosine,cat,0.0002,4,128,128,0.15,1e-05,51.42,141.59,0.1498,0.0
glue|roberta-base|cola_wide|density_fix|t21|s8|confirm,glue,roberta-base,cola_wide,cola,density_fix,confirm,21,8,mcc,gat_hidden_dim=128;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=4;proj_dim=128;scorer_hidden=128;tau_quantile=0.15;weight_decay=1e-05,128,cosine,cat,0.0002,4,128,128,0.15,1e-05,55.15,139.68,0.14851,0.0
glue|roberta-base|cola_wide|density_fix|t21|s9|confirm,glue,roberta-base,cola_wide,cola,density_fix,confirm,21,9,mcc,gat_hidden_dim=128;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=4;proj_dim=128;scorer_hidden=128;tau_quantile=0.15;weight_decay=1e-05,128,cosine,cat,0.0002,4,128,128,0.15,1e-05,53.59,137.66,0.14947,0.0
glue|roberta-base|cola_wide|density_fix|t21|s10|confirm,glue,roberta-base,cola_wide,cola,density_fix,confirm,21,10,mcc,gat_hidden_dim=128;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=4;proj_dim=128;scorer_hidden=128;tau_quantile=0.15;weight_decay=1e-05,128,cosine,cat,0.0002,4,128,128,0.15,1e-05,53.31,130.16,0.14929,0.0
glue|roberta-base|cola_wide|density_fix|t21|s11|confirm,glue,roberta-base,cola_wide,cola,density_fix,confirm,21,11,mcc,gat_hidden_dim=128;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=4;proj_dim=128;scorer_hidden=128;tau_quantile=0.15;weight_decay=1e-05,128,cosine,cat,0.0002,4,128,128,0.15,1e-05,50.52,132.01,0.14929,0.0
glue|roberta-base|cola_wide|density_fix|t21|s12|confirm,glue,roberta-base,cola_wide,cola,density_fix,confirm,21,12,mcc,gat_hidden_dim=128;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=4;proj_dim=128;scorer_hidden=128;tau_quantile=0.15;weight_decay=1e-05,128,cosine,cat,0.0002,4,128,128,0.15,1e-05,51.95,130.87,0.14886,0.0
glue|roberta-base|cola_wide|density_fix|t21|s13|confirm,glue,roberta-base,cola_wide,cola,density_fix,confirm,21,13,mcc,gat_hidden_dim=128;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=4;proj_dim=128;scorer_hidden=128;tau_quantile=0.15;weight_decay=1e-05,128,cosine,cat,0.0002,4,128,128,0.15,1e-05,53.85,130.42,0.14897,0.0
glue|roberta-base|cola_wide|density_fix|t21|s14|confirm,glue,roberta-base,cola_wide,cola,density_fix,confirm,21,14,mcc,gat_hidden_dim=128;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=4;proj_dim=128;scorer_hidden=128;tau_quantile=0.15;weight_decay=1e-05,128,cosine,cat,0.0002,4,128,128,0.15,1e-05,54.67,130.84,0.14917,0.0
glue|roberta-base|cola_wide|density_fix|t21|s15|confirm,glue,roberta-base,cola_wide,cola,density_fix,confirm,21,15,mcc,gat_hidden_dim=128;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=4;proj_dim=128;scorer_hidden=128;tau_quantile=0.15;weight_decay=1e-05,128,cosine,cat,0.0002,4,128,128,0.15,1e-05,56.0,131.26,0.14962,0.0
