timestamp,run_tag,model,task,mteb_task,arm,pooling,graph_metric,graph_adj,hyperbolic_gnn,hyperbolic_readout,gnn_type,num_layers,jk_mode,tau,rho,curvature,knn_k,feature_norm,gat_hidden_dim,scorer_hidden,proj_dim,epochs,batch_size,lr,weight_decay,max_length,seed,elapsed_sec,acc,acc_final,mcc,mcc_final,f1,f1_final,acc_mm,f1_mm,spearman,spearman_final,pearson,pearson_final,best_val_avg,mteb_score,best_loss,mteb_per_task
2026-07-04 09:26:01,hyperglot,bert-base-uncased,cola,,ABfix2_threshold,glot,poincare,threshold,0,1,gat,2,cat,0.8,1.0,1.0,8,0,256,128,256,3,32,0.0002,0.0,128,42,250.4,0.774688,0.774688,0.435117,0.435117,,,,,,,,,,,,
2026-07-04 09:30:02,hyperglot,bert-base-uncased,cola,,ABfix2_knn,glot,poincare,knn,0,1,gat,2,cat,0.8,1.0,1.0,8,0,256,128,256,3,32,0.0002,0.0,128,42,226.06,0.777565,0.777565,0.44079,0.44079,,,,,,,,,,,,
2026-07-04 09:33:13,hyperglot,bert-base-uncased,mrpc,,ABfix2_threshold,glot,poincare,threshold,0,1,gat,2,cat,0.8,1.0,1.0,8,0,256,128,256,3,32,0.0002,0.0,128,42,168.59,0.698529,0.693627,,,0.818316,0.811463,,,,,,,,,,
2026-07-04 09:36:43,hyperglot,bert-base-uncased,mrpc,,ABfix2_knn,glot,poincare,knn,0,1,gat,2,cat,0.8,1.0,1.0,8,0,256,128,256,3,32,0.0002,0.0,128,42,180.86,0.708333,0.708333,,,0.818321,0.818321,,,,,,,,,,
